id,internal_name,category,user_visible_name,OEM,platform,ecu_address,ecu_name,protocol,session,read_operation,write_operation,value_type,allowed_values,confidence,status
FEAT_0116_COMING_HOME_DURATION,car_setting_coming_home_duration,Lights: Coming/Leaving Home,Coming-home lights duration,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0117_COMING_HOME_MODE,car_setting_coming_home_mode,Lights: Coming/Leaving Home,Coming-home lights mode,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0118_COMING_HOME_REQ_RLS,car_setting_coming_home_req_rls,Lights: Coming/Leaving Home,Coming-home lights (req. auto headlights),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0119_COMING_LEAVING_HOME_OUTPUT,car_setting_coming_leaving_home_output,Lights: Coming/Leaving Home,Coming/leaving-home lights use…,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0120_CONTINUOUS,car_setting_continuous,Other,Continuous,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0121_CORNERING_LIGHTS_VIA_FOGS,car_setting_cornering_lights_via_fogs,Lights: Exterior,Cornering lights (using fog lights),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0122_CORNERING_LIGHTS_VIA_FOGS_LEFT,car_setting_cornering_lights_via_fogs_left,Lights: Exterior,Left cornering light (using fog light),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0123_COUNTRY,car_setting_country,Other,Instrument cluster region (affects ext. lights too),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0124_CRASH_LIGHTS_DOUBLE_IMPULSE,car_setting_crash_lights_double_impulse,Other,Crash Lights Double Impulse,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0125_DEVELOPER_MENU,car_setting_developer_menu,Other,Developer menu screen in MMI via holding MENU for ~10 seconds (req. Discover Pro),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0126_DIAGNOSTICS_BRAKE_LIGHTS,car_setting_diagnostics_brake_lights,Other,Diagnostics Brake Lights,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x03,BRAKES_ABS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0127_DIAGNOSTICS_DRL,car_setting_diagnostics_drl,Lights: Daytime Running Lights (DRL),Diagnostics Drl,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0128_DIAGNOSTICS_FOG_LIGHTS,car_setting_diagnostics_fog_lights,Lights: Exterior,Diagnostics Fog Lights,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0129_DIAGNOSTICS_FOG_LIGHTS_REAR,car_setting_diagnostics_fog_lights_rear,Lights: Exterior,Diagnostics Fog Lights Rear,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0130_DIAGNOSTICS_HIGH_BEAMS,car_setting_diagnostics_high_beams,Lights: Exterior,Diagnostics High Beams,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0131_DIAGNOSTICS_LOW_BEAMS,car_setting_diagnostics_low_beams,Lights: Exterior,Diagnostics Low Beams,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0132_DIAGNOSTICS_TAIL_LIGHTS,car_setting_diagnostics_tail_lights,Lights: Exterior,Diagnostics Tail Lights,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0133_DIAGNOSTICS_TURN_SIGNALS,car_setting_diagnostics_turn_signals,Lights: Exterior,Diagnostics Turn Signals,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0134_DISABLE_BRAKE_PAD_WARNING_LIGHT,car_setting_disable_brake_pad_warning_light,Dings & Warnings,Disable brake pad warning light,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x03,BRAKES_ABS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Enabled / Disabled,VERIFIED,Production-Ready
FEAT_0135_DISABLE_MP3_LEGAL_DISCLAIMER,car_setting_disable_mp3_legal_disclaimer,Other,Disable Mp3 Legal Disclaimer,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Enabled / Disabled,VERIFIED,Production-Ready
FEAT_0136_DISABLE_NAR_HEADLIGHT_RESTRICTIONS,car_setting_disable_nar_headlight_restrictions,Other,Disable Nar Headlight Restrictions,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Enabled / Disabled,VERIFIED,Production-Ready
FEAT_0137_DISABLE_US_MARKER_LIGHTS,car_setting_disable_us_marker_lights,Other,Disable US side marker lights (US models only),"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Enabled / Disabled,VERIFIED,Production-Ready
FEAT_0138_DISPLAY_CYLINDER_SHUT_OFF,car_setting_display_cylinder_shut_off,Other,Display Cylinder Shut Off,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0139_DISPLAY_GEAR_IN_INSTRUMENT_CLUSTER,car_setting_display_gear_in_instrument_cluster,Instruments: Displays & Nav,Display current gear in dash,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x17,INSTRUMENT_CLUSTER,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0140_DLNA,car_setting_dlna,Other,Dlna,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0141_DRIVER_AIDS,car_setting_driver_aids,Other,Driver-aids,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0142_DRIVING_PROFILE_SELECTION,car_setting_driving_profile_selection,Other,Driving profile selection,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0143_DRIVING_SCHOOL_MIB1_STEP_1,car_setting_driving_school_mib1_step_1,Other,Driving School Mib1 Step 1,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0144_DRIVING_SCHOOL_MIB1_STEP_2,car_setting_driving_school_mib1_step_2,Other,Driving School Mib1 Step 2,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0145_DRIVING_SCHOOL_MIB1_STEP_3,car_setting_driving_school_mib1_step_3,Other,Driving School Mib1 Step 3,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0146_DRIVING_SCHOOL_MIB1_STEP_4,car_setting_driving_school_mib1_step_4,Other,Driving School Mib1 Step 4,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0147_DRL,car_setting_drl,Lights: Daytime Running Lights (DRL),Daytime running lights,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0148_DRL_BRIGHTNESS,car_setting_drl_brightness,Lights: Daytime Running Lights (DRL),Daytime running lights (DRL) brightness,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0149_DRL_BRIGHTNESS_WHEN_HEADLIGHTS_ARE_ON,car_setting_drl_brightness_when_headlights_are_on,Lights: Daytime Running Lights (DRL),Daytime running lights (DRL) brightness when headlights are on,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0150_DRL_BRIGHTNESS_WHEN_HEADLIGHTS_ARE_ON_LEFT,car_setting_drl_brightness_when_headlights_are_on_left,Lights: Daytime Running Lights (DRL),Drl Brightness When Headlights Are On Left,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0151_DRL_BRIGHTNESS_WHEN_HEADLIGHTS_ARE_ON_RIGHT,car_setting_drl_brightness_when_headlights_are_on_right,Lights: Daytime Running Lights (DRL),Drl Brightness When Headlights Are On Right,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0152_DRL_INDICATOR,car_setting_drl_indicator,Lights: Daytime Running Lights (DRL),Drl Indicator,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0153_DRL_ONLY_IN_AUTO_MODE,car_setting_drl_only_in_auto_mode,Lights: Daytime Running Lights (DRL),Daytime running lights on only when switch is set to AUTO,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0154_DRL_OVERRIDE,car_setting_drl_override,Lights: Daytime Running Lights (DRL),Drl Override,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0155_DRL_VIA,car_setting_drl_via,Lights: Daytime Running Lights (DRL),Daytime running lights (DRL) use…,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0156_DRL_VIA_FOGS,car_setting_drl_via_fogs,Lights: Daytime Running Lights (DRL),Use fog lights as daytime running lights,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0157_DRL_VIA_FRONT_LEFT_TURN_SIGNAL_STEP_1,car_setting_drl_via_front_left_turn_signal_step_1,Lights: Daytime Running Lights (DRL),Drl Via Front Left Turn Signal Step 1,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0158_DRL_VIA_FRONT_LEFT_TURN_SIGNAL_STEP_2,car_setting_drl_via_front_left_turn_signal_step_2,Lights: Daytime Running Lights (DRL),Drl Via Front Left Turn Signal Step 2,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0159_DRL_VIA_FRONT_LEFT_TURN_SIGNAL_STEP_3,car_setting_drl_via_front_left_turn_signal_step_3,Lights: Daytime Running Lights (DRL),Drl Via Front Left Turn Signal Step 3,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0160_DRL_VIA_FRONT_LEFT_TURN_SIGNAL_STEP_4,car_setting_drl_via_front_left_turn_signal_step_4,Lights: Daytime Running Lights (DRL),Drl Via Front Left Turn Signal Step 4,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0161_DRL_VIA_FRONT_MARKERS,car_setting_drl_via_front_markers,Lights: Daytime Running Lights (DRL),Drl Via Front Markers,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0162_DRL_VIA_FRONT_RIGHT_TURN_SIGNAL_STEP_1,car_setting_drl_via_front_right_turn_signal_step_1,Lights: Daytime Running Lights (DRL),Drl Via Front Right Turn Signal Step 1,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0163_DRL_VIA_FRONT_RIGHT_TURN_SIGNAL_STEP_2,car_setting_drl_via_front_right_turn_signal_step_2,Lights: Daytime Running Lights (DRL),Drl Via Front Right Turn Signal Step 2,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0164_DRL_VIA_FRONT_RIGHT_TURN_SIGNAL_STEP_3,car_setting_drl_via_front_right_turn_signal_step_3,Lights: Daytime Running Lights (DRL),Drl Via Front Right Turn Signal Step 3,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0165_DRL_VIA_FRONT_RIGHT_TURN_SIGNAL_STEP_4,car_setting_drl_via_front_right_turn_signal_step_4,Lights: Daytime Running Lights (DRL),Drl Via Front Right Turn Signal Step 4,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0166_DRL_VIA_LASH_LEFT_BRIGHTNESS,car_setting_drl_via_lash_left_brightness,Lights: Daytime Running Lights (DRL),Drl Via Lash Left Brightness,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0167_DRL_VIA_LASH_RIGHT_BRIGHTNESS,car_setting_drl_via_lash_right_brightness,Lights: Daytime Running Lights (DRL),Drl Via Lash Right Brightness,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),Numerical,Range / Percentage / Value steps,VERIFIED,Production-Ready
FEAT_0168_DRL_VIA_SEPARATE_LIGHTS_EXPERIMENTAL,car_setting_drl_via_separate_lights_experimental,Lights: Daytime Running Lights (DRL),Drl Via Separate Lights Experimental,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0169_DSR_STRENGTH,car_setting_dsr_strength,Other,Driver steering recommendation (DSR) strength,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0170_DYNAMIC_LIGHT_ASSIST,car_setting_dynamic_light_assist,Other,Dynamic Light Assist,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0171_DYNAMIC_START_UP_ASSIST,car_setting_dynamic_start_up_assist,Other,Dynamic start assist,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
FEAT_0172_EASY_ENTRY_EXIT_OVERALL,car_setting_easy_entry_exit_overall,Locking: Smart Key (KESSY),Enable settings for easy entry/exit in MMI,"VAG (VW, Audi, Skoda, SEAT)",PQ35 / MQB / MLB,0x09,CENTRAL_ELECTRICS,UDS / KWP2000,Extended Diagnostic Session (0x10 0x03),ReadDataByIdentifier DID 0xF1A3 (Long Coding),WriteDataByIdentifier DID 0xF1A3 (Long Coding),MultipleChoice,Yes / No,VERIFIED,Production-Ready
